Theta	Phi	Total-adj
147	8	-0.76
148	8	-0.08
149	8	2.29
150	8	5.26
151	8	5.30
152	8	1.94
153	8	-1.07
154	8	2.29
155	8	-0.10
156	8	2.65
157	8	3.82
158	8	1.16
159	8	-2.21
160	8	-0.46
161	8	-1.47
162	8	-4.11
163	8	-5.71
164	8	-4.83
165	8	-5.11
166	8	-3.54
167	8	-3.41
168	8	-7.24
169	8	-10.16
170	8	-5.35
171	8	-6.93
172	8	-7.24
173	8	-10.72
174	8	-5.07
175	8	-8.11
176	8	-5.35
177	8	1.35
178	8	1.27
179	8	2.25
180	8	2.09
0	9	-1.90
1	9	-2.27
2	9	-2.81
3	9	-2.67
4	9	-0.90
5	9	-4.90
6	9	-11.68
7	9	-10.76
8	9	-12.78
9	9	-16.45
10	9	-6.57
11	9	-11.24
12	9	-15.08
13	9	-14.01
14	9	-4.71
15	9	-4.19
16	9	-3.28
17	9	4.38
18	9	-1.58
19	9	1.71
20	9	-5.24
21	9	-12.84
22	9	-4.79
23	9	-8.19
24	9	-2.22
25	9	-8.85
26	9	-5.20
27	9	-10.92
28	9	-7.66
29	9	-6.55
30	9	-0.06
31	9	-14.54
32	9	-7.09
33	9	-1.45
34	9	1.55
35	9	-2.19
36	9	-1.04
37	9	3.16
38	9	3.07
39	9	2.99
40	9	1.13
41	9	-0.83
42	9	-1.26
43	9	-0.29
44	9	0.29
45	9	-0.03
46	9	-1.28
47	9	2.63
48	9	0.58
49	9	-0.17
50	9	2.10
51	9	-0.99
52	9	-0.57
53	9	-2.26
54	9	-2.09
55	9	0.24
56	9	-0.05
57	9	-1.06
58	9	-0.29
59	9	-0.27
60	9	-1.46
61	9	-0.69
62	9	-0.56
63	9	-0.99
64	9	-1.01
65	9	-0.56
66	9	-0.41
67	9	-0.63
68	9	-1.81
69	9	-1.71
70	9	-2.54
71	9	-2.78
72	9	1.88
73	9	0.57
74	9	-1.92
75	9	-0.52
76	9	-0.20
77	9	0.12
78	9	-1.00
79	9	-2.13
80	9	-1.29
81	9	1.34
82	9	0.75
83	9	-1.04
84	9	1.12
85	9	-0.54
86	9	-10.53
87	9	-16.26
88	9	-7.30
89	9	-6.96
90	9	-12.27
91	9	-12.75
92	9	-9.35
93	9	-23.50
94	9	-21.26
95	9	-8.66
96	9	-8.77
97	9	-8.83
98	9	-14.21
99	9	-7.17
100	9	-11.96
101	9	-14.23
102	9	-7.95
103	9	-9.42
104	9	-3.95
105	9	-10.14
106	9	-1.69
107	9	-0.80
108	9	2.80
109	9	3.12
110	9	2.20
111	9	2.11
112	9	1.17
113	9	1.28
114	9	-2.65
115	9	1.51
116	9	0.94
117	9	-2.22
118	9	-0.90
119	9	0.14
120	9	0.21
121	9	0.04
122	9	0.99
123	9	0.41
124	9	0.59
125	9	1.16
126	9	-0.72
127	9	0.10
128	9	-0.10
129	9	-1.90
130	9	-1.90
131	9	0.09
132	9	-2.39
133	9	-0.32
134	9	-0.51
135	9	2.89
136	9	-12.34
137	9	-4.58
138	9	-5.79
139	9	-13.23
140	9	2.49
141	9	-2.02
142	9	0.19
143	9	0.25
144	9	0.90
145	9	3.25
146	9	2.85
147	9	0.89
148	9	5.64
149	9	4.80
150	9	3.25
151	9	4.19
152	9	2.53
153	9	-0.88
154	9	-1.41
155	9	2.98
156	9	0.20
157	9	-2.38
158	9	0.28
159	9	-0.72
160	9	-2.09
161	9	-6.86
162	9	-7.08
163	9	-2.06
164	9	-4.88
165	9	-4.86
166	9	-3.90
167	9	5.28
168	9	0.74
169	9	-2.27
170	9	-1.79
171	9	-4.92
172	9	-9.57
173	9	-13.97
174	9	-11.34
175	9	-7.64
176	9	-4.16
177	9	-3.32
178	9	-2.98
179	9	2.35
180	9	2.09
0	10	-1.90
1	10	-2.38
2	10	-2.69
3	10	-2.74
4	10	-0.38
5	10	-4.83
6	10	-7.18
7	10	-7.78
8	10	-15.77
9	10	-10.60
10	10	-6.99
11	10	-13.09
12	10	-11.55
13	10	-9.02
14	10	-7.16
15	10	-7.43
16	10	-1.81
17	10	-5.28
18	10	-2.40
19	10	-0.39
20	10	-8.32
21	10	-10.53
22	10	-3.18
23	10	-6.56
24	10	-6.88
25	10	-7.77
26	10	-1.54
27	10	-10.35
28	10	-11.42
29	10	-2.26
30	10	-2.22
31	10	-2.18
32	10	-6.98
33	10	-6.45
34	10	-2.88
35	10	-1.19
36	10	-0.90
37	10	3.56
38	10	1.83
39	10	3.76
40	10	2.28
41	10	1.45
42	10	-1.14
43	10	2.23
44	10	-0.36
45	10	1.93
46	10	2.15
47	10	-2.25
48	10	1.17
49	10	-0.09
50	10	-0.17
51	10	0.73
52	10	-0.48
53	10	-0.79
54	10	1.29
55	10	2.55
56	10	0.33
57	10	4.47
58	10	-0.25
59	10	0.03
60	10	-1.09
61	10	0.91
62	10	-0.56
63	10	0.30
64	10	-1.97
65	10	2.16
66	10	0.27
67	10	-1.28
68	10	-0.57
69	10	0.13
70	10	-5.18
71	10	0.96
72	10	1.20
73	10	1.67
74	10	2.84
75	10	-0.25
76	10	1.21
77	10	-0.89
78	10	-1.61
79	10	-0.02
80	10	-2.90
81	10	-1.34
82	10	4.28
83	10	2.79
84	10	-0.58
85	10	1.93
86	10	-11.90
87	10	-11.55
88	10	-11.42
89	10	-12.97
90	10	-15.46
91	10	-27.95
92	10	-22.73
93	10	-25.27
94	10	-6.18
95	10	-3.19
96	10	-25.28
97	10	-25.63
98	10	-13.52
99	10	-10.64
100	10	-20.07
101	10	-10.37
102	10	-7.73
103	10	-5.79
104	10	-5.78
105	10	-5.46
106	10	-1.06
107	10	-3.15
108	10	-6.43
109	10	-6.55
110	10	2.02
111	10	0.31
112	10	0.09
113	10	1.84
114	10	-1.08
115	10	2.26
116	10	-1.04
117	10	0.32
118	10	-0.53
119	10	0.52
120	10	1.87
121	10	0.86
122	10	-1.23
123	10	1.36
124	10	0.66
125	10	-0.01
126	10	0.88
127	10	0.21
128	10	-0.46
129	10	0.21
130	10	-1.85
131	10	0.04
132	10	1.26
133	10	-1.46
134	10	1.27
135	10	2.66
136	10	1.32
137	10	-9.90
138	10	-8.52
139	10	-14.72
140	10	1.91
141	10	-1.89
142	10	1.65
143	10	1.12
144	10	0.82
145	10	-1.29
146	10	-3.42
147	10	0.79
148	10	3.83
149	10	4.17
150	10	0.95
151	10	4.07
152	10	-2.45
153	10	1.36
154	10	1.30
155	10	1.25
156	10	4.33
157	10	-3.66
158	10	-0.82
159	10	-3.11
160	10	-1.21
161	10	-6.45
162	10	-3.63
163	10	0.07
164	10	-0.64
165	10	-5.40
166	10	-8.41
167	10	4.01
168	10	1.19
169	10	-1.59
170	10	-2.54
171	10	-6.23
172	10	-18.98
173	10	-14.29
174	10	-10.29
175	10	-8.27
176	10	-3.02
177	10	2.63
178	10	4.31
179	10	2.61
180	10	2.09
0	11	-1.90
1	11	-2.38
2	11	-2.73
3	11	-2.13
4	11	-3.09
5	11	-2.71
6	11	-5.50
7	11	-5.58
8	11	-12.98
9	11	-11.03
10	11	-7.29
11	11	-13.03
12	11	-9.74
13	11	-7.38
14	11	-10.72
15	11	-5.32
16	11	-5.16
17	11	-5.44
18	11	-2.53
19	11	-2.42
20	11	-5.66
21	11	-6.36
22	11	-2.26
23	11	-1.46
24	11	-11.48
25	11	-16.63
26	11	-0.80
27	11	-7.46
28	11	-5.84
29	11	-3.65
30	11	-3.31
31	11	-6.19
32	11	-8.13
33	11	-11.37
34	11	-4.87
35	11	-2.26
36	11	0.96
37	11	0.94
38	11	2.06
39	11	1.53
40	11	3.21
41	11	-3.75
42	11	0.85
43	11	0.13
44	11	0.73
45	11	-3.82
46	11	-1.40
47	11	1.40
48	11	-4.01
49	11	-0.21
50	11	0.84
51	11	-0.52
52	11	0.74
53	11	-0.68
54	11	0.97
55	11	4.46
56	11	3.91
57	11	3.38
58	11	3.23
59	11	0.69
60	11	0.31
61	11	0.42
62	11	-0.16
63	11	0.52
64	11	2.07
65	11	-0.64
66	11	0.41
67	11	-0.97
68	11	3.09
69	11	0.88
70	11	0.26
71	11	-0.61
72	11	1.36
73	11	-0.73
74	11	1.45
75	11	3.32
76	11	3.45
77	11	1.25
78	11	-1.64
79	11	-0.89
80	11	-0.52
81	11	0.18
82	11	0.90
83	11	1.54
84	11	1.16
85	11	-6.38
86	11	-14.42
87	11	-14.01
88	11	-13.57
89	11	-13.63
90	11	-13.10
91	11	-23.77
92	11	-31.73
93	11	-6.36
94	11	-11.52
95	11	-26.00
96	11	-9.98
97	11	-12.37
98	11	-17.36
99	11	-16.63
100	11	-9.29
101	11	-24.76
102	11	-21.62
103	11	-15.94
104	11	-11.18
105	11	-8.41
106	11	-2.29
107	11	-0.72
108	11	-2.98
109	11	2.04
110	11	1.39
111	11	4.38
112	11	2.92
113	11	0.77
114	11	0.61
115	11	1.92
116	11	3.56
117	11	-0.21
118	11	0.48
119	11	1.52
120	11	0.02
121	11	-3.20
122	11	-2.04
123	11	-1.33
124	11	0.06
125	11	-0.71
126	11	-3.15
127	11	0.82
128	11	-0.66
129	11	0.58
130	11	3.60
131	11	1.74
132	11	1.22
133	11	-0.67
134	11	-2.54
135	11	-1.31
136	11	0.73
137	11	-4.81
138	11	-4.84
139	11	-10.96
140	11	-2.45
141	11	-0.63
142	11	2.91
143	11	2.22
144	11	0.80
145	11	0.38
146	11	1.68
147	11	5.66
148	11	4.49
149	11	3.96
150	11	4.70
151	11	3.10
152	11	3.35
153	11	1.70
154	11	4.64
155	11	2.06
156	11	4.58
157	11	1.58
158	11	1.36
159	11	1.16
160	11	-0.77
161	11	-2.25
162	11	1.74
163	11	-3.30
164	11	-0.40
165	11	-5.78
166	11	-2.54
167	11	-3.45
168	11	-3.88
169	11	-2.53
170	11	-2.91
171	11	-9.97
172	11	-10.51
173	11	-12.90
174	11	-4.84
175	11	-1.45
176	11	-2.33
177	11	2.37
178	11	1.45
179	11	2.66
180	11	2.09
0	12	-1.90
1	12	-2.39
2	12	-2.59
3	12	-2.24
4	12	0.82
5	12	-2.08
6	12	-8.79
7	12	-9.09
8	12	-13.67
9	12	-12.50
10	12	-10.47
11	12	-8.48
12	12	-8.62
13	12	-9.71
14	12	-11.94
15	12	-12.02
16	12	-3.31
17	12	-4.16
18	12	-2.04
19	12	2.20
20	12	-10.07
21	12	-8.08
22	12	-7.83
23	12	-1.94
24	12	-7.68
25	12	-3.63
26	12	-7.74
27	12	-15.63
28	12	-3.06
29	12	0.66
30	12	-1.59
31	12	-0.62
32	12	-4.49
33	12	-5.88
34	12	-1.91
35	12	-2.79
36	12	-1.10
37	12	3.85
38	12	3.55
39	12	3.13
40	12	3.62
41	12	-2.74
42	12	-2.07
43	12	1.16
44	12	-0.62
45	12	2.29
46	12	-1.55
47	12	-0.63
48	12	-1.14
49	12	-0.32
50	12	0.20
51	12	-1.24
52	12	1.92
53	12	1.01
54	12	-0.39
55	12	0.43
56	12	1.69
57	12	-0.26
58	12	1.03
59	12	-0.27
60	12	1.53
61	12	1.52
62	12	0.44
63	12	0.10
64	12	0.55
65	12	-1.33
66	12	2.03
67	12	1.18
68	12	2.58
69	12	-1.67
70	12	-1.47
71	12	-2.56
72	12	0.40
73	12	-0.01
74	12	1.62
75	12	1.28
76	12	1.52
77	12	0.84
78	12	-0.49
79	12	-2.41
80	12	0.99
81	12	0.20
82	12	-1.23
83	12	0.80
84	12	0.59
85	12	-7.20
86	12	-10.45
87	12	-9.57
88	12	-27.63
89	12	-27.02
90	12	-26.83
91	12	-28.69
92	12	-17.45
93	12	-22.94
94	12	-24.63
95	12	-23.85
96	12	-23.03
97	12	-17.19
98	12	-17.50
99	12	-16.42
100	12	-20.71
101	12	-14.63
102	12	-15.32
103	12	-12.84
104	12	-5.85
105	12	-4.50
106	12	-9.37
107	12	-7.13
108	12	-9.51
109	12	1.13
110	12	0.51
111	12	1.64
112	12	4.09
113	12	3.12
114	12	2.25
115	12	2.94
116	12	0.96
117	12	1.09
118	12	0.51
119	12	-1.22
120	12	-0.69
121	12	-1.52
122	12	3.95
123	12	0.02
124	12	0.38
125	12	-5.20
126	12	-2.08
127	12	-0.74
128	12	0.09
129	12	3.55
130	12	2.29
131	12	3.46
132	12	3.05
133	12	1.69
134	12	5.17
135	12	3.74
136	12	1.58
137	12	-5.25
138	12	-16.58
139	12	-6.83
140	12	-1.23
141	12	-1.39
142	12	2.28
143	12	-0.68
144	12	-0.81
145	12	3.77
146	12	4.06
147	12	2.32
148	12	1.84
149	12	-1.55
150	12	3.85
151	12	4.26
152	12	1.54
153	12	3.14
154	12	3.57
155	12	1.32
156	12	-1.06
157	12	0.63
158	12	-0.19
159	12	-0.11
160	12	-4.50
161	12	-8.19
162	12	1.73
163	12	1.17
164	12	-2.36
165	12	-7.29
166	12	-13.41
167	12	4.86
168	12	-0.63
169	12	2.80
170	12	-6.91
171	12	-9.57
172	12	-11.46
173	12	-6.69
174	12	-4.86
175	12	-6.58
176	12	-1.21
177	12	0.09
178	12	3.76
179	12	2.51
180	12	2.09
0	13	-1.90
1	13	-2.36
2	13	-2.38
3	13	0.18
4	13	0.09
5	13	-7.61
6	13	-12.21
7	13	-12.83
8	13	-6.92
9	13	-4.51
10	13	-17.11
11	13	-14.82
12	13	-11.94
13	13	-13.84
14	13	-7.88
15	13	-3.26
16	13	-0.63
17	13	0.40
18	13	-1.06
19	13	4.72
20	13	-1.19
21	13	-10.69
22	13	-6.65
23	13	-3.77
24	13	-9.97
25	13	-7.48
26	13	1.65
27	13	-6.76
28	13	-6.37
29	13	3.70
30	13	-3.24
31	13	-3.31
32	13	-3.62
33	13	-5.36
34	13	-0.48
35	13	-0.39
36	13	-2.35
37	13	5.04
38	13	2.25
39	13	-1.80
40	13	0.65
41	13	1.47
42	13	0.53
43	13	0.27
44	13	-0.75
45	13	1.30
46	13	0.28
47	13	-0.32
48	13	-2.03
49	13	-1.73
50	13	0.89
51	13	0.15
52	13	0.47
53	13	1.08
54	13	1.54
55	13	2.01
56	13	2.49
57	13	3.93
58	13	-0.70
59	13	3.55
60	13	-2.77
61	13	0.46
62	13	0.22
63	13	4.16
64	13	2.75
65	13	1.35
66	13	-0.35
67	13	4.99
68	13	-3.79
69	13	1.50
70	13	2.39
71	13	1.72
72	13	0.89
73	13	-0.33
74	13	2.24
75	13	-2.10
76	13	-0.65
77	13	1.69
78	13	1.80
79	13	0.71
80	13	-1.60
81	13	-0.58
82	13	0.86
83	13	-5.55
84	13	-10.44
85	13	-13.90
86	13	-11.99
87	13	-10.28
88	13	-23.45
89	13	-28.69
90	13	-21.61
91	13	-35.51
92	13	-23.54
93	13	-31.25
94	13	-25.52
95	13	-26.50
96	13	-13.07
97	13	-11.12
98	13	-19.80
99	13	-29.53
100	13	-17.01
101	13	-21.79
102	13	-16.33
103	13	-31.70
104	13	-15.13
105	13	-18.03
106	13	-5.71
107	13	-13.86
108	13	-5.88
109	13	-3.96
110	13	-0.31
111	13	2.53
112	13	-1.31
113	13	-0.02
114	13	0.54
115	13	1.26
116	13	0.69
117	13	0.14
118	13	1.86
119	13	0.68
120	13	-0.15
121	13	-2.18
122	13	-3.06
123	13	-5.45
124	13	1.55
125	13	-0.55
126	13	2.50
127	13	0.25
128	13	-2.08
129	13	2.02
130	13	3.99
131	13	3.73
132	13	2.99
133	13	1.57
134	13	-4.07
135	13	-5.08
136	13	-2.55
137	13	-0.09
138	13	3.65
139	13	0.04
140	13	-2.40
141	13	3.76
142	13	-0.29
143	13	-0.23
144	13	-2.20
145	13	-0.13
146	13	5.68
147	13	5.14
148	13	4.25
149	13	0.49
150	13	-3.34
151	13	-5.23
152	13	1.69
153	13	1.98
154	13	1.07
155	13	3.35
156	13	3.16
157	13	1.41
158	13	-2.29
159	13	-2.07
160	13	3.75
161	13	-11.10
162	13	-3.74
163	13	-3.64
164	13	-2.72
165	13	-2.54
166	13	0.45
167	13	5.00
168	13	-0.35
169	13	1.31
170	13	-8.51
171	13	-7.95
172	13	-5.95
173	13	-5.48
174	13	-8.76
175	13	-3.27
176	13	-0.66
177	13	0.80
178	13	4.01
179	13	2.56
180	13	2.09
0	14	-1.90
1	14	-2.37
2	14	-2.15
3	14	-0.11
4	14	-1.94
5	14	-10.32
6	14	-14.46
7	14	-14.02
8	14	-4.26
9	14	-4.33
10	14	-8.78
11	14	-7.45
12	14	-3.78
13	14	-11.18
14	14	-11.17
15	14	-0.95
16	14	-1.17
17	14	-1.29
18	14	-0.53
19	14	-1.44
20	14	-4.16
21	14	-4.37
22	14	-3.54
23	14	-5.08
24	14	-3.22
25	14	-7.29
26	14	-4.65
27	14	-1.17
28	14	-8.49
29	14	-4.13
30	14	0.05
31	14	-0.35
32	14	-5.64
33	14	-8.31
34	14	-1.53
35	14	-0.61
36	14	2.32
37	14	3.38
38	14	1.40
39	14	0.55
40	14	3.00
41	14	1.94
42	14	-0.01
43	14	1.51
44	14	0.48
45	14	-0.42
46	14	-3.58
47	14	-2.14
48	14	0.10
49	14	-1.22
50	14	-0.19
51	14	0.63
52	14	0.50
53	14	0.24
54	14	0.63
55	14	0.60
56	14	0.84
57	14	3.45
58	14	0.39
59	14	2.46
60	14	3.34
61	14	-0.38
62	14	-0.28
63	14	-0.06
64	14	0.43
65	14	-0.06
66	14	1.20
67	14	1.41
68	14	1.39
69	14	0.07
70	14	0.08
71	14	1.33
72	14	-0.51
73	14	0.66
74	14	0.67
75	14	-0.13
76	14	-2.89
77	14	-0.60
78	14	-1.86
79	14	-0.01
80	14	2.10
81	14	2.87
82	14	-0.34
83	14	-0.86
84	14	-4.84
85	14	-7.34
86	14	-8.98
87	14	-10.09
88	14	-24.26
89	14	-23.18
90	14	-23.38
91	14	-20.85
92	14	-24.12
93	14	-23.59
94	14	-22.96
95	14	-27.57
96	14	-23.77
97	14	-19.75
98	14	-22.27
99	14	-23.60
100	14	-25.10
101	14	-34.93
102	14	-27.17
103	14	-20.27
104	14	-21.07
105	14	-9.05
106	14	-8.72
107	14	-8.29
108	14	1.72
109	14	0.29
110	14	-5.34
111	14	4.57
112	14	1.70
113	14	-0.18
114	14	1.59
115	14	2.44
116	14	1.40
117	14	0.06
118	14	0.24
119	14	0.24
120	14	0.23
121	14	-5.28
122	14	-7.38
123	14	-4.72
124	14	-1.12
125	14	3.66
126	14	1.19
127	14	-3.53
128	14	1.08
129	14	2.62
130	14	4.04
131	14	1.07
132	14	0.33
133	14	-1.94
134	14	-1.96
135	14	-3.90
136	14	-5.97
137	14	-6.09
138	14	-4.70
139	14	-1.09
140	14	1.31
141	14	0.12
142	14	3.12
143	14	2.93
144	14	1.48
145	14	1.78
146	14	4.79
147	14	4.73
148	14	3.03
149	14	3.69
150	14	4.52
151	14	3.01
152	14	2.65
153	14	4.02
154	14	-0.18
155	14	4.73
156	14	1.94
157	14	-1.28
158	14	-0.48
159	14	-0.87
160	14	1.96
161	14	-8.49
162	14	-3.19
163	14	-4.18
164	14	-4.65
165	14	-5.21
166	14	-4.70
167	14	-4.19
168	14	-0.92
169	14	1.35
170	14	-4.93
171	14	-7.00
172	14	-3.18
173	14	-7.69
174	14	-5.19
175	14	-6.08
176	14	-1.25
177	14	2.03
178	14	2.31
179	14	0.33
180	14	2.09
0	15	-1.90
1	15	-2.34
2	15	-1.40
3	15	-0.24
4	15	-2.07
5	15	-11.51
6	15	-8.12
7	15	-5.55
8	15	-3.13
9	15	-10.12
10	15	-7.06
11	15	-9.48
12	15	-4.83
13	15	-6.29
14	15	-8.34
15	15	-1.34
16	15	-0.21
17	15	-1.01
18	15	-0.29
19	15	3.02
20	15	-1.43
21	15	-2.57
22	15	-4.65
23	15	-4.81
24	15	-3.85
25	15	-3.20
26	15	-2.55
27	15	-10.36
28	15	-1.00
29	15	-3.15
30	15	-1.72
31	15	-9.41
32	15	-3.94
33	15	-4.05
34	15	-3.14
35	15	-3.68
36	15	-1.06
37	15	-1.57
38	15	1.34
39	15	2.04
40	15	4.25
41	15	3.37
42	15	-2.84
43	15	-1.14
44	15	1.27
45	15	0.08
46	15	0.27
47	15	0.61
48	15	-1.07
49	15	0.37
50	15	2.48
51	15	0.31
52	15	1.46
53	15	4.02
54	15	2.38
55	15	0.96
56	15	3.61
57	15	-2.45
58	15	1.31
59	15	2.65
60	15	1.28
61	15	0.23
62	15	-1.08
63	15	0.80
64	15	0.94
65	15	2.79
66	15	-0.27
67	15	-1.22
68	15	0.37
69	15	1.80
70	15	-0.11
71	15	-0.27
72	15	2.18
73	15	0.49
74	15	1.18
75	15	0.51
76	15	-0.83
77	15	-3.44
78	15	0.86
79	15	2.48
80	15	1.35
81	15	2.04
82	15	2.16
83	15	-14.45
84	15	-8.49
85	15	-12.34
86	15	-10.05
87	15	-9.92
88	15	-18.56
89	15	-20.93
90	15	-17.99
91	15	-18.94
92	15	-28.70
93	15	-24.20
94	15	-24.98
95	15	-19.65
96	15	-19.78
97	15	-21.55
98	15	-20.16
99	15	-24.90
100	15	-35.84
101	15	-15.68
102	15	-29.20
103	15	-31.32
104	15	-20.65
105	15	-16.13
106	15	-12.67
107	15	-6.07
108	15	-2.32
109	15	-0.24
110	15	0.51
111	15	-2.28
112	15	2.84
113	15	2.24
114	15	4.16
115	15	2.44
116	15	3.11
117	15	1.55
118	15	0.60
119	15	-0.02
120	15	0.36
121	15	-5.10
122	15	-9.02
123	15	-10.22
124	15	-9.91
125	15	-4.08
126	15	-1.65
127	15	1.23
128	15	0.26
129	15	-1.50
130	15	-0.08
131	15	-2.67
132	15	1.47
133	15	3.10
134	15	-2.98
135	15	0.45
136	15	-2.93
137	15	-7.44
138	15	-7.42
139	15	-2.24
140	15	5.44
141	15	0.85
142	15	1.21
143	15	1.40
144	15	0.36
145	15	0.61
146	15	1.49
147	15	-2.50
148	15	2.01
149	15	0.63
150	15	-0.16
151	15	4.75
152	15	4.16
153	15	-1.09
154	15	-1.83
155	15	-1.27
156	15	-1.31
157	15	-1.33
158	15	1.76
159	15	1.78
160	15	1.80
161	15	-8.12
162	15	-5.06
163	15	-2.36
164	15	-9.38
165	15	-17.61
166	15	-2.44
167	15	-3.17
168	15	-3.13
169	15	1.24
170	15	-5.61
171	15	-6.00
172	15	-2.43
173	15	-4.14
174	15	-4.16
175	15	-4.84
176	15	2.69
177	15	3.24
178	15	3.21
179	15	-2.71
180	15	2.09
0	16	-1.90
1	16	-2.26
2	16	-1.47
3	16	-0.14
4	16	-2.13
5	16	-9.77
6	16	-9.52
7	16	-0.05
8	16	-11.71
9	16	-6.45
10	16	-8.95
11	16	-8.48
12	16	-10.81
13	16	-4.03
14	16	-0.34
15	16	-0.06
16	16	0.25
17	16	0.19
18	16	0.43
19	16	0.73
20	16	0.32
21	16	-1.41
22	16	-6.44
23	16	-4.20
24	16	-1.46
25	16	-9.44
26	16	-10.44
27	16	-9.33
28	16	-7.44
29	16	-5.14
30	16	-8.27
31	16	-2.39
32	16	-2.37
33	16	-2.51
34	16	-2.58
35	16	-5.51
36	16	-2.80
37	16	-0.25
38	16	3.24
39	16	1.15
40	16	0.87
41	16	2.63
42	16	-0.14
43	16	0.36
44	16	0.71
45	16	-0.26
46	16	0.28
47	16	0.73
48	16	3.22
49	16	0.97
50	16	0.50
51	16	1.81
52	16	0.95
53	16	-0.43
54	16	2.48
55	16	3.48
56	16	3.61
57	16	3.91
58	16	-0.86
59	16	0.45
60	16	0.72
61	16	0.59
62	16	0.99
63	16	-0.46
64	16	-1.18
65	16	-0.43
66	16	1.03
67	16	-0.12
68	16	-1.19
69	16	-0.79
70	16	1.31
71	16	-1.12
72	16	-0.46
73	16	2.66
74	16	0.65
75	16	1.62
76	16	0.92
77	16	0.46
78	16	1.84
79	16	3.21
80	16	1.53
81	16	-1.87
82	16	-0.54
83	16	-3.91
84	16	-9.52
85	16	-16.98
86	16	-22.44
87	16	-22.08
88	16	-21.87
89	16	-21.50
90	16	-20.45
91	16	-24.19
92	16	-30.62
93	16	-31.33
94	16	-29.77
95	16	-25.31
96	16	-12.77
97	16	-13.47
98	16	-15.07
99	16	1.15
100	16	-27.53
101	16	-33.82
102	16	-22.18
103	16	-22.79
104	16	-12.64
105	16	-13.56
106	16	-4.56
107	16	-13.25
108	16	-11.59
109	16	-11.75
110	16	-4.95
111	16	1.95
112	16	4.29
113	16	3.81
114	16	2.41
115	16	-6.10
116	16	1.03
117	16	3.94
118	16	-0.21
119	16	1.71
120	16	-3.74
121	16	-6.92
122	16	-0.79
123	16	-4.81
124	16	-5.10
125	16	-5.38
126	16	-10.57
127	16	-7.48
128	16	-4.00
129	16	3.56
130	16	3.36
131	16	3.54
132	16	4.03
133	16	1.57
134	16	0.21
135	16	-0.48
136	16	-4.74
137	16	-0.55
138	16	3.63
139	16	1.74
140	16	5.16
141	16	1.56
142	16	0.34
143	16	2.35
144	16	-0.43
145	16	1.59
146	16	2.75
147	16	2.14
148	16	5.72
149	16	5.22
150	16	0.96
151	16	1.18
152	16	6.79
153	16	-1.64
154	16	0.39
155	16	1.79
156	16	-2.50
157	16	-3.76
158	16	-3.02
159	16	0.16
160	16	0.82
161	16	-8.80
162	16	-4.17
163	16	1.26
164	16	4.22
165	16	-2.78
166	16	-2.87
167	16	-2.84
168	16	-3.88
169	16	1.67
170	16	-5.93
171	16	-4.91
172	16	-4.36
173	16	-4.43
174	16	-4.45
175	16	-4.59
176	16	2.97
177	16	4.24
178	16	2.66
179	16	-2.50
180	16	2.09
0	17	-1.90
1	17	-2.12
2	17	-1.48
3	17	0.09
4	17	-2.72
5	17	-7.36
6	17	-7.50
7	17	-1.19
8	17	-7.86
9	17	-8.06
10	17	-11.71
11	17	-11.34
12	17	-9.03
13	17	-5.12
14	17	-3.49
15	17	-6.23
16	17	-1.50
17	17	1.50
18	17	-1.21
19	17	4.43
20	17	-2.51
21	17	-1.72
22	17	2.41
23	17	-4.54
24	17	-5.33
25	17	-16.66
26	17	-11.48
27	17	-8.21
28	17	-8.76
29	17	-7.74
30	17	-6.64
31	17	4.06
32	17	1.67
33	17	-4.97
34	17	-6.10
35	17	-3.23
36	17	-2.07
37	17	-0.31
38	17	0.53
39	17	1.22
40	17	2.66
41	17	3.02
42	17	0.57
43	17	-0.32
44	17	2.30
45	17	-0.53
46	17	-1.74
47	17	-2.06
48	17	1.02
49	17	3.90
50	17	-0.09
51	17	-0.02
52	17	-2.09
53	17	-0.69
54	17	0.46
55	17	1.42
56	17	0.03
57	17	1.99
58	17	2.72
59	17	2.78
60	17	3.66
61	17	2.83
62	17	1.79
63	17	2.39
64	17	-0.12
65	17	1.43
66	17	-0.17
67	17	1.36
68	17	1.18
69	17	-2.15
70	17	2.56
71	17	0.70
72	17	-1.30
73	17	2.35
74	17	1.92
75	17	0.65
76	17	1.58
77	17	1.88
78	17	3.76
79	17	3.10
80	17	-1.12
81	17	-1.70
82	17	-15.49
83	17	-13.60
84	17	-15.37
85	17	-23.76
86	17	-21.66
87	17	-20.55
88	17	-19.48
89	17	-17.14
90	17	-25.06
91	17	-24.24
92	17	-28.36
93	17	-30.97
94	17	-23.40
95	17	-20.69
96	17	-22.61
97	17	-22.48
98	17	-13.68
99	17	-1.96
100	17	-2.13
101	17	1.40
102	17	-26.30
103	17	-11.78
104	17	-15.43
105	17	-15.18
106	17	-7.89
107	17	2.25
108	17	2.09
109	17	-1.58
110	17	-3.03
111	17	3.29
112	17	-1.66
113	17	0.80
114	17	0.78
115	17	2.00
116	17	0.73
117	17	2.62
118	17	0.27
119	17	-7.14
120	17	-10.20
121	17	-7.01
122	17	-5.06
123	17	-13.37
124	17	-9.94
125	17	-6.84
126	17	-8.25
127	17	-5.38
128	17	-1.91
129	17	-2.28
130	17	0.14
131	17	0.56
132	17	-0.25
133	17	-0.91
134	17	3.41
135	17	-0.78
136	17	-0.14
137	17	-1.14
138	17	-0.38
139	17	3.79
140	17	1.95
